customer_id,warehouse_to_home,satisfaction_score,complain,day_since_last_order,cashback_amount
165,13.0,1.0,1.0,3.0,209.33999999999997
166,16.0,3.0,0.0,2.0,160.77
167,10.0,1.0,0.0,6.0,176.71
168,12.0,5.0,1.0,3.0,229.75
169,11.0,5.0,0.0,7.0,199.36
170,34.0,5.0,0.0,17.0,263.28
171,10.0,3.0,0.0,2.0,165.38
172,8.0,4.0,1.0,8.0,292.46
173,29.0,1.0,1.0,12.0,182.47
174,16.0,4.0,0.0,3.0,152.6
175,31.0,5.0,1.0,3.0,229.48
176,13.0,3.0,1.0,6.0,148.06
177,7.0,2.0,1.0,3.0,185.62
178,9.0,1.0,0.0,3.0,165.89
179,13.0,3.0,0.0,0.0,112.74000000000001
180,33.0,3.0,0.0,3.0,178.47
181,30.0,1.0,0.0,4.0,150.71
182,11.0,5.0,0.0,30.0,132.04
183,24.0,3.0,0.0,2.0,162.32
184,16.0,5.0,0.0,7.0,153.77
185,17.0,1.0,0.0,1.0,171.48
186,18.0,5.0,0.0,2.0,162.88
187,7.0,4.0,0.0,3.0,147.69
188,6.0,5.0,0.0,3.0,141.48
189,9.0,1.0,0.0,9.0,160.39
190,21.0,2.0,0.0,5.0,179.78
191,15.0,5.0,0.0,3.0,190.0
192,9.0,3.0,1.0,8.0,193.11
193,9.0,2.0,1.0,4.0,262.26
194,14.0,4.0,0.0,0.0,147.65
195,26.0,3.0,0.0,1.0,148.5
196,12.0,1.0,0.0,1.0,145.86
197,7.0,5.0,0.0,3.0,164.2
198,5.0,3.0,0.0,2.0,130.33
199,9.0,1.0,0.0,3.0,210.78
200,11.0,3.0,1.0,4.0,154.96
201,22.0,5.0,1.0,0.0,185.64
202,13.0,1.0,0.0,1.0,155.38
203,22.0,3.0,0.0,3.0,151.1
204,24.0,5.0,1.0,3.0,214.66
205,6.0,1.0,1.0,7.0,168.34
206,9.0,1.0,0.0,8.0,182.62
207,10.0,4.0,0.0,1.0,153.56
208,15.0,5.0,1.0,3.0,167.57
209,23.0,4.0,0.0,3.0,166.98
210,22.0,3.0,1.0,0.0,176.32
211,26.0,5.0,0.0,11.0,165.67
212,33.0,3.0,0.0,7.0,168.83
213,32.0,3.0,0.0,0.0,296.58
214,9.0,3.0,0.0,0.0,112.81
215,20.0,4.0,0.0,7.0,154.67
216,10.0,2.0,1.0,2.0,128.75
217,24.0,3.0,0.0,9.0,232.39
218,7.0,1.0,0.0,2.0,293.85
219,21.0,3.0,0.0,11.0,276.03
220,9.0,1.0,0.0,2.0,160.29
221,28.0,3.0,0.0,1.0,148.77
222,16.0,3.0,1.0,0.0,122.19999999999999
223,14.0,4.0,1.0,7.0,121.33000000000001
224,8.0,5.0,0.0,0.0,164.1
225,13.0,3.0,0.0,8.0,153.38
226,33.0,5.0,0.0,6.0,208.96
227,9.0,4.0,0.0,1.0,149.76
228,15.0,3.0,0.0,12.0,155.93
229,10.0,1.0,0.0,3.0,221.99
230,27.0,4.0,0.0,4.0,159.2
231,17.0,4.0,1.0,2.0,166.97
232,18.0,4.0,0.0,9.0,169.9
233,14.0,5.0,1.0,2.0,125.87
234,27.0,5.0,0.0,3.0,224.57
235,11.0,2.0,1.0,3.0,228.07999999999998
236,35.0,5.0,0.0,18.0,288.28
237,11.0,3.0,0.0,9.0,175.42
238,22.0,3.0,1.0,3.0,282.87
239,17.0,3.0,0.0,2.0,147.07
240,25.0,5.0,0.0,1.0,154.56
241,14.0,4.0,1.0,1.0,149.72
242,22.0,4.0,0.0,4.0,315.81
243,11.0,1.0,1.0,3.0,148.21
244,7.0,5.0,0.0,2.0,135.91
245,22.0,4.0,1.0,2.0,147.88
246,15.0,3.0,0.0,7.0,139.75
247,16.0,4.0,0.0,4.0,147.79
248,17.0,3.0,0.0,4.0,131.49
249,11.0,3.0,0.0,3.0,222.56
250,17.0,1.0,0.0,3.0,229.96
251,22.0,5.0,1.0,7.0,139.19
252,35.0,4.0,0.0,11.0,260.7
253,16.0,3.0,1.0,7.0,140.01
254,6.0,5.0,0.0,7.0,204.53
255,6.0,5.0,0.0,0.0,128.58
256,7.0,3.0,0.0,14.0,188.47
257,21.0,4.0,0.0,16.0,312.22
258,12.0,5.0,0.0,7.0,233.48000000000002
259,11.0,3.0,1.0,3.0,229.47
260,14.0,1.0,0.0,8.0,144.24
261,12.0,3.0,0.0,3.0,121.87
262,8.0,1.0,0.0,0.0,127.85
263,6.0,1.0,0.0,3.0,132.8
264,11.0,3.0,0.0,5.0,167.21
265,34.0,5.0,0.0,2.0,150.59
266,8.0,3.0,0.0,2.0,130.67
267,18.0,1.0,0.0,1.0,191.52
268,26.0,3.0,0.0,0.0,122.59
269,32.0,3.0,0.0,2.0,170.39
270,7.0,4.0,1.0,8.0,147.16
271,9.0,1.0,1.0,7.0,203.25
272,11.0,4.0,0.0,9.0,169.47
273,32.0,1.0,1.0,12.0,269.59
274,9.0,5.0,0.0,8.0,174.68
275,36.0,3.0,0.0,3.0,170.56
276,12.0,5.0,0.0,3.0,129.6
277,35.0,5.0,0.0,3.0,227.66
278,13.0,1.0,1.0,9.0,152.2
279,7.0,5.0,0.0,8.0,166.03
280,9.0,3.0,1.0,8.0,174.98
281,15.0,2.0,0.0,3.0,214.98
282,13.0,5.0,0.0,10.0,295.66
283,13.0,3.0,0.0,3.0,216.91000000000003
284,14.0,3.0,0.0,3.0,148.29
285,27.0,2.0,0.0,2.0,127.13
286,9.0,1.0,0.0,5.0,180.05
287,28.0,3.0,1.0,1.0,121.32
288,13.0,1.0,1.0,3.0,81.0
289,23.0,5.0,0.0,8.0,181.61
290,36.0,3.0,0.0,3.0,170.56
291,19.0,4.0,0.0,5.0,152.66
292,9.0,5.0,0.0,8.0,232.25
293,14.0,4.0,1.0,1.0,148.72
294,9.0,2.0,1.0,0.0,168.61
295,21.0,1.0,1.0,12.0,190.86
296,14.0,3.0,0.0,11.0,324.73
297,14.0,4.0,0.0,9.0,323.33
298,31.0,5.0,0.0,1.0,135.91
299,8.0,3.0,0.0,3.0,276.39
300,32.0,4.0,0.0,13.0,156.05
301,6.0,4.0,1.0,4.0,132.02
302,13.0,3.0,0.0,0.0,152.58
303,14.0,1.0,0.0,2.0,123.75999999999999
304,14.0,5.0,0.0,4.0,129.5
305,17.0,2.0,0.0,3.0,224.8
306,7.0,4.0,0.0,1.0,192.35
307,14.0,3.0,0.0,3.0,189.34
308,31.0,3.0,0.0,1.0,145.39
309,32.0,5.0,0.0,4.0,147.24
310,12.0,3.0,0.0,1.0,145.93
311,13.0,3.0,1.0,3.0,160.06
312,26.0,2.0,1.0,5.0,178.04
313,9.0,2.0,0.0,3.0,150.0
314,25.0,3.0,0.0,3.0,187.32
315,17.0,3.0,1.0,1.0,147.2
316,21.0,1.0,0.0,0.0,112.32
317,9.0,1.0,0.0,3.0,226.69
318,15.0,3.0,0.0,8.0,122.06
319,12.0,1.0,0.0,3.0,154.11
320,16.0,1.0,0.0,9.0,161.73
321,16.0,3.0,0.0,4.0,165.78
322,8.0,1.0,1.0,2.0,139.44
323,14.0,5.0,0.0,0.0,126.19
324,11.0,5.0,1.0,12.0,204.75
325,22.0,3.0,0.0,12.0,301.03
326,12.0,1.0,1.0,9.0,153.29
327,15.0,3.0,1.0,1.0,188.88
328,12.0,4.0,0.0,6.0,183.78
329,10.0,3.0,0.0,0.0,133.06
330,32.0,5.0,1.0,0.0,231.91000000000003
331,35.0,5.0,0.0,4.0,167.84
332,12.0,4.0,0.0,8.0,152.18
333,8.0,1.0,0.0,4.0,162.74
334,13.0,3.0,1.0,6.0,160.74
335,9.0,2.0,0.0,1.0,192.81
336,17.0,1.0,1.0,5.0,190.83
337,8.0,1.0,1.0,3.0,203.68
338,22.0,3.0,0.0,4.0,121.44
339,13.0,5.0,0.0,7.0,168.11
340,31.0,1.0,0.0,1.0,150.87
341,7.0,4.0,0.0,4.0,168.25
342,8.0,1.0,0.0,4.0,152.04
343,8.0,3.0,0.0,2.0,137.23
344,13.0,5.0,0.0,2.0,196.37
345,7.0,5.0,0.0,3.0,149.5
346,16.0,4.0,0.0,3.0,153.99
347,7.0,2.0,0.0,1.0,152.23
348,14.0,1.0,0.0,3.0,217.04
349,9.0,1.0,1.0,1.0,292.52
350,8.0,1.0,1.0,2.0,129.32
351,31.0,3.0,0.0,1.0,122.93
352,12.0,3.0,0.0,10.0,148.09
353,16.0,3.0,0.0,2.0,196.67
354,9.0,5.0,0.0,4.0,131.02
355,13.0,5.0,1.0,1.0,141.01
356,8.0,4.0,0.0,10.0,156.77
357,8.0,4.0,0.0,2.0,134.68
358,30.0,4.0,0.0,4.0,121.77000000000001
359,11.0,3.0,0.0,3.0,131.62
360,14.0,5.0,0.0,2.0,124.5
361,14.0,3.0,0.0,0.0,123.50999999999999
362,15.0,1.0,1.0,3.0,165.69
363,7.0,3.0,0.0,3.0,231.08999999999997
364,9.0,4.0,1.0,12.0,313.24
365,15.0,5.0,0.0,3.0,134.07
366,33.0,4.0,0.0,3.0,204.91
367,16.0,1.0,1.0,3.0,164.65
368,35.0,3.0,0.0,3.0,172.39
369,17.0,3.0,0.0,3.0,225.48
370,12.0,4.0,1.0,3.0,209.46
371,10.0,2.0,0.0,8.0,204.0
372,17.0,3.0,0.0,3.0,151.25
373,6.0,4.0,0.0,4.0,138.16
374,7.0,2.0,0.0,3.0,321.27
375,21.0,5.0,0.0,8.0,174.6
376,15.0,3.0,1.0,3.0,272.56
377,7.0,5.0,0.0,3.0,160.8
378,15.0,3.0,0.0,13.0,234.99
379,13.0,3.0,0.0,5.0,155.38
380,14.0,5.0,1.0,4.0,146.66
381,6.0,4.0,0.0,1.0,120.96000000000001
382,9.0,5.0,0.0,1.0,189.1
383,15.0,3.0,0.0,3.0,153.46
384,10.0,4.0,1.0,7.0,152.09
385,14.0,3.0,0.0,3.0,151.75
386,6.0,3.0,0.0,3.0,155.33
387,17.0,5.0,1.0,4.0,152.82
388,25.0,4.0,1.0,9.0,176.42
389,9.0,1.0,0.0,8.0,279.27
390,14.0,4.0,0.0,3.0,124.4
391,10.0,5.0,0.0,5.0,156.02
392,13.0,1.0,0.0,3.0,149.5
393,16.0,1.0,0.0,8.0,153.96
394,6.0,3.0,0.0,2.0,159.85
395,14.0,4.0,1.0,0.0,235.76999999999998
396,17.0,1.0,0.0,9.0,178.96
397,7.0,4.0,0.0,1.0,153.36
398,28.0,5.0,0.0,8.0,184.12
399,23.0,3.0,0.0,2.0,123.05000000000001
400,12.0,2.0,1.0,0.0,266.27
401,9.0,3.0,0.0,3.0,153.09
402,8.0,5.0,0.0,2.0,133.77
403,12.0,3.0,0.0,7.0,127.41
404,8.0,3.0,1.0,2.0,202.09
405,12.0,1.0,1.0,0.0,266.27
406,9.0,3.0,0.0,9.0,274.65
407,14.0,2.0,0.0,7.0,124.55000000000001
408,31.0,3.0,0.0,1.0,145.39
409,12.0,4.0,1.0,2.0,160.32
410,13.0,1.0,0.0,1.0,126.9
411,16.0,1.0,0.0,7.0,199.8
412,13.0,5.0,0.0,0.0,197.24
413,8.0,1.0,0.0,2.0,142.27
414,7.0,3.0,0.0,1.0,112.22999999999999
415,10.0,1.0,0.0,0.0,119.50999999999999
416,13.0,4.0,0.0,1.0,153.04
417,25.0,3.0,0.0,5.0,151.32
418,7.0,3.0,0.0,8.0,184.93
419,29.0,3.0,1.0,2.0,146.32
420,30.0,5.0,1.0,2.0,204.48
421,16.0,1.0,0.0,2.0,147.24
422,19.0,1.0,1.0,3.0,164.29
423,25.0,3.0,1.0,3.0,171.14
424,10.0,3.0,0.0,1.0,145.83
425,12.0,5.0,0.0,7.0,233.48000000000002
426,16.0,4.0,0.0,0.0,120.08000000000001
427,10.0,3.0,1.0,1.0,142.49
428,14.0,5.0,1.0,0.0,123.97999999999999
429,23.0,5.0,0.0,9.0,179.88
430,12.0,3.0,0.0,7.0,150.1
431,26.0,3.0,0.0,0.0,198.24
432,19.0,5.0,0.0,1.0,145.33
433,31.0,4.0,0.0,3.0,220.61
434,9.0,3.0,0.0,2.0,155.61
435,9.0,3.0,1.0,2.0,143.17
436,7.0,1.0,1.0,3.0,261.03
437,8.0,3.0,1.0,0.0,126.96000000000001
438,34.0,2.0,0.0,8.0,178.04
439,9.0,4.0,0.0,8.0,173.05
440,14.0,3.0,0.0,2.0,126.1
441,13.0,3.0,0.0,2.0,236.64
442,16.0,3.0,0.0,3.0,154.74
443,30.0,1.0,1.0,13.0,259.58
444,12.0,3.0,0.0,2.0,308.0
445,8.0,3.0,0.0,1.0,278.61
446,9.0,1.0,0.0,9.0,166.52
447,9.0,4.0,0.0,1.0,174.78
448,36.0,5.0,0.0,3.0,174.69
449,24.0,3.0,0.0,8.0,148.1
450,7.0,3.0,0.0,9.0,174.0
451,8.0,4.0,0.0,7.0,142.44
452,31.0,2.0,0.0,2.0,136.81
453,7.0,1.0,0.0,3.0,211.86
454,32.0,4.0,0.0,8.0,235.25
455,7.0,3.0,0.0,6.0,145.58
456,11.0,1.0,0.0,0.0,110.50999999999999
457,22.0,4.0,0.0,3.0,186.06
458,13.0,4.0,0.0,7.0,204.66
459,16.0,3.0,0.0,7.0,136.6
460,15.0,3.0,0.0,10.0,166.48
461,9.0,1.0,0.0,3.0,213.53
462,17.0,2.0,0.0,7.0,176.54
463,14.0,3.0,1.0,3.0,169.77
464,27.0,3.0,0.0,2.0,173.5
465,13.0,3.0,0.0,3.0,248.14
466,10.0,4.0,1.0,10.0,203.33
467,14.0,3.0,0.0,1.0,149.04
468,15.0,3.0,0.0,7.0,139.75
469,30.0,3.0,0.0,4.0,137.08
470,17.0,3.0,1.0,3.0,154.36
471,14.0,4.0,1.0,3.0,123.41999999999999
472,22.0,1.0,0.0,1.0,137.32
473,24.0,3.0,0.0,7.0,145.34
474,7.0,4.0,0.0,7.0,197.95
475,14.0,3.0,0.0,0.0,126.41999999999999
476,9.0,4.0,0.0,1.0,149.76
477,8.0,1.0,0.0,1.0,272.32
478,14.0,3.0,1.0,3.0,153.86
479,20.0,4.0,0.0,10.0,180.62
480,31.0,5.0,0.0,1.0,135.91
481,7.0,1.0,0.0,11.0,164.74
482,7.0,4.0,1.0,5.0,188.49
483,9.0,4.0,0.0,3.0,227.74
484,30.0,5.0,0.0,8.0,168.12
485,11.0,3.0,0.0,2.0,183.46
486,6.0,3.0,0.0,7.0,159.93
487,7.0,5.0,0.0,16.0,268.23
488,17.0,5.0,1.0,1.0,149.04
489,6.0,4.0,0.0,6.0,172.95
490,14.0,3.0,0.0,3.0,126.1
491,16.0,2.0,0.0,3.0,151.1
492,15.0,1.0,0.0,8.0,136.73
493,9.0,3.0,0.0,3.0,231.16000000000003
494,7.0,5.0,0.0,1.0,145.66
495,25.0,3.0,0.0,3.0,187.32
496,16.0,5.0,0.0,3.0,152.28
497,10.0,3.0,0.0,10.0,299.65
498,18.0,1.0,1.0,7.0,145.81
499,23.0,4.0,1.0,3.0,148.73
500,22.0,1.0,1.0,2.0,153.68
501,13.0,3.0,1.0,9.0,165.81
502,9.0,1.0,0.0,3.0,150.0
503,22.0,3.0,0.0,12.0,301.03
504,7.0,1.0,0.0,3.0,165.13
505,14.0,5.0,0.0,3.0,221.37
506,8.0,1.0,0.0,0.0,111.02000000000001
507,33.0,5.0,0.0,1.0,208.2
508,36.0,5.0,0.0,3.0,174.69
509,17.0,3.0,0.0,1.0,177.57
510,7.0,1.0,0.0,2.0,154.77
511,16.0,4.0,1.0,1.0,161.17
512,9.0,5.0,0.0,8.0,174.68
513,23.0,4.0,0.0,3.0,155.07
514,9.0,3.0,0.0,3.0,165.33
515,7.0,1.0,0.0,1.0,198.88
516,30.0,5.0,0.0,11.0,198.36
517,33.0,5.0,0.0,6.0,168.85
518,33.0,1.0,1.0,9.0,181.17
519,7.0,5.0,0.0,3.0,229.82
520,20.0,4.0,0.0,6.0,127.56
521,12.0,3.0,0.0,13.0,232.37
522,8.0,3.0,0.0,8.0,163.77
523,10.0,3.0,0.0,3.0,231.08999999999997
524,20.0,4.0,0.0,5.0,146.43
525,30.0,3.0,0.0,9.0,160.4
526,16.0,3.0,0.0,3.0,210.31
527,31.0,4.0,0.0,8.0,209.02999999999997
528,11.0,4.0,0.0,3.0,164.31
529,14.0,5.0,0.0,2.0,124.38999999999999
530,32.0,1.0,0.0,1.0,232.98000000000002
531,11.0,3.0,0.0,9.0,234.99
532,16.0,2.0,0.0,2.0,139.17
533,14.0,3.0,1.0,6.0,125.78999999999999
534,10.0,1.0,0.0,8.0,178.98
535,16.0,5.0,0.0,0.0,203.06
536,9.0,3.0,0.0,2.0,149.99
537,7.0,3.0,0.0,2.0,146.17
538,12.0,3.0,0.0,1.0,308.03
539,17.0,3.0,0.0,3.0,259.64
540,13.0,5.0,1.0,3.0,121.66
541,32.0,4.0,0.0,1.0,305.61
542,7.0,2.0,0.0,3.0,211.86
543,28.0,2.0,0.0,3.0,151.78
544,7.0,4.0,1.0,8.0,306.72
545,27.0,4.0,0.0,4.0,159.2
546,15.0,2.0,1.0,3.0,153.18
547,30.0,3.0,1.0,3.0,120.28
548,11.0,2.0,0.0,16.0,317.32
549,15.0,1.0,0.0,10.0,232.93
550,14.0,1.0,0.0,3.0,125.71000000000001
551,9.0,4.0,1.0,1.0,194.62
552,9.0,3.0,0.0,0.0,132.3
553,14.0,3.0,0.0,8.0,233.45
554,9.0,4.0,0.0,5.0,152.03
555,17.0,3.0,0.0,5.0,183.69
556,15.0,3.0,0.0,1.0,164.68
557,23.0,4.0,0.0,3.0,211.06
558,36.0,4.0,1.0,10.0,243.49
559,9.0,5.0,0.0,8.0,301.65
560,7.0,4.0,0.0,8.0,199.46
561,7.0,5.0,0.0,8.0,199.12
562,12.0,3.0,1.0,4.0,146.27
563,11.0,4.0,0.0,3.0,165.24
564,13.0,4.0,0.0,7.0,204.66
565,9.0,3.0,1.0,5.0,169.78
566,22.0,5.0,0.0,7.0,186.25
567,11.0,1.0,0.0,5.0,156.62
568,15.0,4.0,0.0,1.0,137.61
569,24.0,3.0,1.0,1.0,152.41
570,9.0,5.0,0.0,2.0,147.89
571,7.0,3.0,0.0,4.0,145.07
572,31.0,4.0,0.0,3.0,220.61
573,14.0,4.0,1.0,1.0,149.72
574,24.0,2.0,0.0,9.0,177.79
575,19.0,3.0,1.0,2.0,171.63
576,6.0,4.0,1.0,4.0,132.02
577,28.0,4.0,0.0,0.0,128.63
578,7.0,5.0,0.0,3.0,147.18
579,35.0,5.0,0.0,4.0,167.84
580,25.0,1.0,0.0,8.0,146.53
581,7.0,5.0,0.0,2.0,120.80000000000001
582,10.0,3.0,0.0,9.0,290.33
583,18.0,1.0,1.0,3.0,148.56
584,10.0,5.0,1.0,1.0,151.7
585,22.0,3.0,0.0,0.0,135.44
586,15.0,3.0,0.0,1.0,144.04
587,6.0,1.0,1.0,8.0,126.86000000000001
588,14.0,3.0,0.0,0.0,124.03999999999999
589,31.0,3.0,1.0,4.0,145.28
590,14.0,5.0,0.0,2.0,165.0
591,10.0,4.0,0.0,3.0,214.38
592,16.0,5.0,1.0,2.0,150.59
593,25.0,3.0,0.0,8.0,170.34
594,6.0,2.0,0.0,3.0,273.99
595,6.0,4.0,1.0,2.0,154.88
596,8.0,1.0,0.0,8.0,135.39
597,9.0,3.0,0.0,3.0,155.67
598,15.0,5.0,0.0,3.0,178.26
599,13.0,5.0,1.0,8.0,184.74
600,14.0,3.0,0.0,1.0,170.0
601,36.0,3.0,0.0,1.0,168.06
602,30.0,1.0,0.0,4.0,152.38
603,17.0,4.0,0.0,2.0,122.44
604,14.0,1.0,0.0,3.0,218.36
605,19.0,1.0,0.0,3.0,213.58
606,9.0,3.0,0.0,3.0,171.49
607,21.0,3.0,1.0,2.0,257.87
608,14.0,4.0,0.0,2.0,124.22
609,8.0,1.0,0.0,7.0,156.75
610,19.0,2.0,0.0,2.0,134.52
611,15.0,4.0,1.0,0.0,136.17
612,8.0,1.0,0.0,2.0,120.13999999999999
613,10.0,2.0,0.0,1.0,146.77
614,16.0,5.0,0.0,3.0,150.0
615,28.0,2.0,0.0,1.0,154.73
616,33.0,4.0,0.0,2.0,148.76
617,7.0,5.0,0.0,9.0,199.84
618,24.0,1.0,0.0,2.0,193.62
619,13.0,2.0,0.0,7.0,175.47
620,8.0,1.0,0.0,4.0,145.44
621,6.0,2.0,0.0,0.0,127.22999999999999
622,31.0,3.0,1.0,1.0,156.61
